id,name,intelligence,strength,speed,durability,power,combat,full_name,publisher,alignment,gender,eye_color,hair_color,url,height_cm,weight_kg
487,Nebula,63,52,13,50,42,60,NA,Marvel Comics,Bad,Female,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10632.jpg,185,83
488,Negasonic Teenage Warhead,50,7,8,10,45,35,Ellie Phimister,Marvel Comics,Good,Female,Black,Black,https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg,NA,NA
489,Nick Fury,75,11,23,42,25,100,Nicholas Joseph Fury,Marvel Comics,Good,Male,Brown,Dual Color,https://www.superherodb.com/pictures2/portraits/10/100/326.jpg,185,99
490,Nightcrawler,50,10,47,14,76,80,Kurt Wagner,Marvel Comics,Good,Male,Yellow,Others,https://www.superherodb.com/pictures2/portraits/10/100/107.jpg,175,88
491,Nightwing,88,11,33,28,36,100,Dick Grayson,Batman Ii,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/851.jpg,178,79
492,Niki Sanders,63,52,35,28,37,56,Nicole Sanders,Nbc - Heroes,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/952.jpg,NA,NA
493,Nina Theroux,63,5,8,10,68,20,NA,Syfy,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1529.jpg,NA,NA
494,Nite Owl Ii,NA,45,NA,NA,NA,NA,Daniel Dreiberg,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1059.jpg,NA,NA
495,Northstar,50,18,83,56,65,70,Jean-Paul Beaubier,Marvel Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/1287.jpg,180,83
496,Nova,100,85,75,100,100,80,Richard Rider,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/109.jpg,185,86
497,Nova,63,60,100,100,100,35,Frankie Raye,Marvel Comics,Good,Female,White,Red,https://www.superherodb.com/pictures2/portraits/10/100/10313.jpg,163,59
498,Odin,100,83,67,95,100,90,Odin Borson,Marvel Comics,Good,Male,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/10388.jpg,206,293
499,Offspring,50,10,35,99,100,56,Luke O'brian,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1298.jpg,NA,NA
500,Omega Red,NA,61,NA,NA,NA,NA,Arkady Gregorivich,Marvel Comics,Bad,Male,Red,Blond,https://www.superherodb.com/pictures2/portraits/10/100/208.jpg,211,191
501,Omniscient,NA,NA,NA,NA,NA,NA,Omniscient Is The Closest English Word That Compares To His Alien Tongue.,Team Epic Tv,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1003.jpg,180,65
502,One Punch Man,38,100,83,95,55,50,Saitama,Shueisha,Good,Male,NA,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10522.jpg,175,69
503,One-Above-All,100,100,100,100,100,100,NA,Marvel Comics,Neutral,NA,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10374.jpg,NA,NA
504,Onslaught,88,100,33,100,100,55,Onslaught,Marvel Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/13.jpg,305,405
505,Oracle,75,11,23,28,19,76,Barbara Gordon,Others,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/749.jpg,178,59
506,Osiris,75,85,60,95,65,42,Amon Tomaz,Dc Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1165.jpg,NA,NA
507,Overtkill,NA,NA,NA,NA,NA,NA,Nicholas Rocca,Image Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/866.jpg,NA,NA
508,Ozymandias,100,18,33,20,49,95,Adrian Veidt,Dc Comics,Bad,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1063.jpg,NA,NA
509,Parademon,9,28,17,50,53,25,NA,Dc Comics,Bad,NA,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10806.jpg,NA,NA
510,Paul Blart,8,11,21,50,7,5,Paul Blart,Sony Pictures,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10479.jpg,170,117
511,Penance,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,NA,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/929.jpg,NA,NA
512,Penance I,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/930.jpg,NA,NA
513,Penance Ii,NA,20,NA,NA,NA,NA,Robert Baldwin,Others,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/900.jpg,183,89
514,Penguin,75,10,12,28,30,45,Oswald Chesterfield Cobblepot,Dc Comics,Bad,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/753.jpg,157,79
515,Phantom,NA,48,NA,NA,NA,NA,Christopher Walker,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/889.jpg,NA,NA
516,Phantom Girl,38,10,23,28,53,42,Tinya Wazzo,Dc Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/1184.jpg,168,54
517,Phoenix,100,100,83,100,100,80,Jean Grey,Others,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/828.jpg,168,52
518,Plantman,63,60,25,55,61,25,Samuel Smithers,Marvel Comics,Bad,Male,Green,Grey,https://www.superherodb.com/pictures2/portraits/10/100/10487.jpg,183,87
519,Plastic Lad,NA,NA,NA,NA,NA,NA,Luke O'brian,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1299.jpg,NA,NA
520,Plastic Man,50,63,23,100,100,56,Patrick O'brian,Dc Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/756.jpg,185,80
521,Plastique,50,10,23,28,60,42,Bette Sans Souci,Dc Comics,Bad,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1176.jpg,168,55
522,Poison Ivy,81,14,21,40,100,40,Pamela Isley,Dc Comics,Bad,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/757.jpg,168,50
523,Polaris,63,73,42,50,100,45,Lorna Dane,Marvel Comics,Good,Female,Green,Green,https://www.superherodb.com/pictures2/portraits/10/100/1046.jpg,170,52
524,Power Girl,94,100,100,100,100,75,Kara Zor-L,Dc Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/758.jpg,180,81
525,Power Man,NA,82,NA,NA,NA,NA,Luke Cage,Others,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1016.jpg,NA,NA
526,Predator,63,30,25,85,100,90,Yautja,Dark Horse Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10448.jpg,213,234
527,Professor X,100,8,12,14,100,32,Charles Francis Xavier,Marvel Comics,Good,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/113.jpg,183,86
528,Professor Zoom,94,10,100,20,83,20,Eobard Thawne,Dc Comics,Bad,Male,Blue,Strawberry Blond,https://www.superherodb.com/pictures2/portraits/10/100/766.jpg,180,81
529,Psylocke,63,33,25,40,100,90,Elizabeth Braddock,Marvel Comics,Good,Female,Blue,Purple,https://www.superherodb.com/pictures2/portraits/10/100/114.jpg,180,70
530,Punisher,69,16,21,45,42,100,Frank Castle,Marvel Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/112.jpg,183,90
531,Purple Man,56,10,8,30,92,10,Zebediah Killgrave,Marvel Comics,Bad,Male,Purple,Purple,https://www.superherodb.com/pictures2/portraits/10/100/10451.jpg,180,74
532,Pyro,38,10,12,14,54,28,St. John Allerdyce,Marvel Comics,Bad,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/853.jpg,178,68
533,Q,100,12,17,100,100,40,Q,Star Trek,NA,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10578.jpg,NA,NA
534,Quantum,NA,NA,NA,NA,NA,NA,NA,Harpercollins,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1157.jpg,NA,NA
535,Question,81,14,27,35,20,80,Charles Victor Szasz,Dc Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/760.jpg,188,83
536,Quicksilver,63,28,100,60,81,56,Pietro Django Maximoff,Marvel Comics,Good,Male,Blue,Silver,https://www.superherodb.com/pictures2/portraits/10/100/115.jpg,183,79
537,Quill,38,10,12,14,23,14,Maxwell Jordan,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/830.jpg,163,56
538,Ra's Al Ghul,100,28,32,42,27,100,Ra's Al Ghul,Dc Comics,Bad,Male,Green,Grey,https://www.superherodb.com/pictures2/portraits/10/100/761.jpg,193,97
539,Rachel Pirzad,63,4,8,10,52,10,NA,Syfy,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1530.jpg,NA,NA
540,Rambo,63,14,25,30,30,100,John Rambo,NA,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10475.jpg,178,83
541,Raphael,63,17,50,65,59,80,NA,Idw Publishing,Good,Male,NA,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10328.jpg,NA,NA
542,Raven,50,10,29,70,84,40,Rachel Roth,Dc Comics,Neutral,Female,Others,Black,https://www.superherodb.com/pictures2/portraits/10/100/764.jpg,165,50
543,Ray,50,10,92,100,100,20,Ray Terrill,Dc Comics,Good,Male,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/10204.jpg,178,70
544,Razor-Fist Ii,NA,NA,NA,NA,NA,NA,Douglas Scott,Marvel Comics,Bad,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/935.jpg,191,117
545,Red Arrow,63,16,25,20,23,80,Roy Harper,Dc Comics,Good,Male,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/1013.jpg,180,83
546,Red Hood,75,12,23,28,35,95,Jason Todd,Others,Neutral,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/932.jpg,183,81
547,Red Hulk,50,100,47,85,82,75,Thaddeus E. Ross,Marvel Comics,Neutral,Male,Yellow,Black,https://www.superherodb.com/pictures2/portraits/10/100/1342.jpg,213,630
548,Red Mist,25,10,23,14,20,56,Chris Genovese,Icon Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1337.jpg,NA,NA
549,Red Robin,81,11,27,32,29,80,Tim Drake,Others,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/10009.jpg,165,56
550,Red Skull,75,10,12,14,19,80,Johann Shmidt,Marvel Comics,Bad,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1392.jpg,188,108
551,Red Tornado,75,38,67,60,100,40,John Smith,Dc Comics,Good,Male,Green,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1149.jpg,185,146
552,Redeemer Ii,NA,NA,NA,NA,NA,NA,Phil Timper,Image Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1081.jpg,NA,NA
553,Redeemer Iii,NA,NA,NA,NA,NA,NA,Eddie Frank,Image Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1092.jpg,NA,NA
554,Renata Soliz,NA,NA,NA,NA,NA,NA,NA,Harpercollins,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1151.jpg,NA,NA
555,Rey,63,8,21,10,87,35,NA,George Lucas,Good,Female,Hazel,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10561.jpg,297,NA
556,Rhino,25,80,43,90,36,85,Aleksei Mikhailovich Sytsevich,Marvel Comics,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/15.jpg,196,320
557,Rick Flag,88,11,23,28,19,95,Richard Rogers Flag,Dc Comics,Bad,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1352.jpg,185,85
558,Riddler,100,10,12,14,10,14,Edward Nigma,Dc Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/768.jpg,NA,NA
559,Rip Hunter,100,8,8,10,100,25,Richard Hunter,Dc Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10543.jpg,NA,NA
560,Ripcord,NA,NA,NA,NA,NA,NA,Miranda Leevald,Marvel Comics,Good,Female,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/1291.jpg,180,72
561,Robin,88,11,27,28,32,85,Dick Grayson,Batman Ii,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/850.jpg,178,79
562,Robin Ii,75,11,27,28,28,85,Jason Todd,Others,Good,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/849.jpg,183,101
563,Robin Iii,81,11,27,28,29,85,Tim Drake,Others,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/769.jpg,165,56
564,Robin V,69,8,33,16,29,65,Damian Wayne,Dc Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg,137,38
565,Robin Vi,50,8,25,20,17,70,Carrie Kelley,Dc Comics,Neutral,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg,NA,NA
566,Rocket Raccoon,50,5,23,28,28,64,Rocket Raccoon,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg,122,25
567,Rogue,75,10,12,28,80,80,Anna Marie,Marvel Comics,Good,Female,Green,Dual Color,https://www.superherodb.com/pictures2/portraits/10/100/831.jpg,173,54
568,Ronin,56,12,21,10,13,80,Clint Barton,Goliath,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg,191,104
569,Rorschach,75,10,29,20,23,80,Walter Joseph Kovacs,Dc Comics,Good,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/771.jpg,168,63
570,Sabretooth,56,48,38,90,50,100,Victor Creed,Marvel Comics,Bad,Male,Amber,Blond,https://www.superherodb.com/pictures2/portraits/10/100/17.jpg,198,171
571,Sage,75,10,12,14,28,56,Tessa,Marvel Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/117.jpg,170,61
572,Sandman,44,75,46,90,100,60,William Baker,Marvel Comics,Neutral,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/621.jpg,185,203
573,Sasquatch,75,80,23,56,15,42,Walter Langkowski,Marvel Comics,Good,Male,Red,Orange,https://www.superherodb.com/pictures2/portraits/10/100/863.jpg,305,900
574,Sauron,88,85,33,100,100,70,Sauron,Others,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg,279,NA
575,Savage Dragon,63,70,54,85,66,72,Kurr,Image Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg,NA,NA
576,Scarecrow,81,10,12,14,48,50,Jonathan Crane,Dc Comics,Bad,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg,183,63
577,Scarlet Spider,75,53,60,74,46,56,Benjamin Reilly,Others,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg,178,74
578,Scarlet Spider Ii,88,55,60,40,37,56,Kaine Parker,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg,193,113
579,Scarlet Witch,100,10,29,70,100,80,Wanda Maximoff,Marvel Comics,Bad,Female,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/444.jpg,170,59
580,Scorpia,38,28,42,28,34,28,Elaine Coll,Marvel Comics,Bad,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg,NA,NA
581,Scorpion,50,52,60,85,49,80,Macdonald Gargan,Others,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg,211,310
582,Sebastian Shaw,63,85,12,95,36,56,Sebastian Hiram Shaw,Marvel Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg,NA,NA
583,Sentry,75,100,100,84,100,40,Robert Reynolds,Marvel Comics,Neutral,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg,188,87
584,Shadow King,75,12,27,100,100,75,Amahl Farouk,Marvel Comics,Good,NA,Red,NA,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg,185,149
585,Shadow Lass,63,10,67,20,79,80,Tasmia Mallor,Dc Comics,Good,Female,Black,Black,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg,173,54
586,Shadowcat,88,8,21,25,69,70,Kitty Pryde,Marvel Comics,Good,Female,Hazel,Brown,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg,168,50
587,Shang-Chi,63,12,30,50,29,100,Shang-Chi,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg,178,79
588,Shatterstar,63,48,45,64,49,84,Gaveedra Seven,Marvel Comics,Good,Male,Brown,Red,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg,191,88
589,She-Hulk,81,100,42,100,40,70,Jennifer Walters,Marvel Comics,Good,Female,Green,Green,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg,201,315
590,She-Thing,69,72,21,80,23,65,Sharon Ventura,Others,Good,Female,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg,183,153
591,Shocker,63,10,23,70,79,56,Herman Schultz,Marvel Comics,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg,175,79
592,Shriek,50,10,23,28,45,42,Frances Louise Barrison,Marvel Comics,Good,Female,Dual Color,Black,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg,173,52
593,Shrinking Violet,NA,NA,NA,NA,NA,NA,NA,Dc Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg,NA,NA
594,Sif,63,90,67,80,100,70,Sif,Marvel Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg,188,191
595,Silk,75,48,71,70,71,65,Cindy Moon,Marvel Comics,Good,Female,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg,NA,NA
596,Silk Spectre,NA,NA,NA,NA,NA,NA,Sally Juspeczyk,Dc Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg,NA,NA
597,Silk Spectre Ii,NA,51,NA,NA,NA,NA,Laurie Juspeczyk,Dc Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg,NA,NA
598,Silver Surfer,56,100,100,90,100,32,Norrin Radd,Marvel Comics,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg,193,101
599,Silverclaw,50,28,35,42,34,42,Maria De Guadalupe Santiago,Marvel Comics,Good,Female,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg,157,50
600,Simon Baz,56,90,42,55,100,60,Simoon Baz,Dc Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg,NA,NA
601,Sinestro,75,85,53,64,100,55,Thaal Sinestro,Dc Comics,Neutral,Male,Black,Black,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg,201,92
602,Siren,56,62,79,60,92,60,Hila,Dc Comics,Bad,Female,Blue,Purple,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg,175,72
603,Siren Ii,NA,NA,NA,NA,NA,NA,La Sirene La Bailene,Dc Comics,Bad,Female,Black,NA,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg,NA,NA
604,Siryn,38,8,47,28,50,42,Theresa Rourke Cassidy,Marvel Comics,Bad,Female,Blue,Strawberry Blond,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg,168,52
605,Skaar,50,85,27,90,69,85,NA,Marvel Comics,Good,Male,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg,198,180
606,Snake-Eyes,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg,NA,NA
607,Snowbird,50,32,27,42,70,52,Narya,Marvel Comics,Good,Female,White,Blond,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg,178,49
608,Sobek,50,34,23,46,20,56,Yurrd The Unknown,Dc Comics,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg,NA,NA
609,Solomon Grundy,9,93,13,100,92,30,Cyrus Gold,Dc Comics,Bad,Male,Black,White,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg,279,437
610,Songbird,75,36,27,42,55,56,Melissa Joan Gold,Marvel Comics,Good,Female,Green,Dual Color,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg,165,65
611,Space Ghost,38,18,33,40,95,80,Thaddeus Bach,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg,188,113
612,Spawn,75,60,50,90,100,95,Al Simmons,Image Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg,211,405
613,Spectre,88,100,100,100,100,70,Aztar,Others,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg,NA,NA
614,Speedball,NA,NA,NA,NA,NA,NA,Robert Baldwin,Others,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg,NA,NA
615,Speedy,50,6,33,20,26,70,Thea Queen,Dc Comics,Good,Female,Green,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg,NA,NA
616,Speedy,NA,NA,NA,NA,NA,NA,"Roy William Harper, Jr.",Others,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg,NA,NA
617,Spider-Carnage,NA,69,NA,NA,NA,NA,Benjamin Reilly,Others,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg,NA,NA
618,Spider-Girl,63,38,60,65,53,75,May 'Mayday' Parker,Marvel Comics,Good,Female,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg,170,54
619,Spider-Gwen,75,55,63,70,66,70,Gwen Stacy,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg,165,56
620,Spider-Man,90,55,67,75,74,85,Peter Parker,Marvel Comics,Good,Male,Hazel,Brown,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg,178,74
621,Spider-Man,NA,57,NA,NA,NA,NA,Miguel O'hara,Marvel Comics,Good,NA,Red,Brown,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg,178,77
622,Spider-Man,NA,58,NA,NA,NA,NA,Miles Morales,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg,157,56
623,Spider-Woman,56,42,42,60,68,70,Jessica Drew,Marvel Comics,Good,Female,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg,178,59
624,Spider-Woman Ii,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg,NA,NA
625,Spider-Woman Iii,50,48,27,42,60,28,Martha Franklin,Marvel Comics,Good,Female,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg,173,55
626,Spider-Woman Iv,NA,NA,NA,NA,NA,NA,Charlotte Witter,Marvel Comics,Bad,Female,Red,White,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg,178,58
627,Spock,81,18,17,40,56,40,S'chn T'gai Spock,Star Trek,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg,185,81
628,Spyke,50,12,17,60,48,30,Evan Daniels,Marvel Comics,Good,Male,Brown,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg,183,83
629,Stacy X,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg,NA,NA
630,Star-Lord,69,20,33,50,25,70,Peter Jason Quill,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg,188,79
631,Stardust,88,85,100,110,100,85,NA,Marvel Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg,NA,NA
632,Starfire,50,80,33,85,59,70,Koriand'r,Dc Comics,Good,Female,Green,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg,193,71
633,Stargirl,63,80,25,90,87,55,Courtney Whitmore,Dc Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg,165,62
634,Static,69,8,42,50,90,40,Virgil Hawkins,Dc Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg,170,63
635,Steel,81,82,53,90,64,64,John Henry Irons,Dc Comics,Good,Male,Brown,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg,201,131
636,Stephanie Powell,69,10,54,10,24,10,Stephanie Powell,Abc Studios,Good,Female,NA,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg,NA,NA
637,Steppenwolf,94,100,83,100,100,100,NA,Dc Comics,Bad,Male,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg,183,91
638,Storm,75,10,47,30,88,75,Ororo Munroe,Marvel Comics,Good,Female,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg,180,57
639,Stormtrooper,10,8,8,15,5,20,NA,George Lucas,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg,183,NA
640,Sunspot,63,63,35,25,90,70,Roberto Dacosta,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg,173,77
641,Superboy,75,95,83,90,95,60,Kon-El / Conner Kent,Dc Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg,170,68
642,Superboy-Prime,94,100,100,100,100,85,Kal-El,Dc Comics,Bad,Male,Blue,Dual Color,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg,180,77
643,Supergirl,94,100,100,100,100,75,Kara Zor-El,Dc Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg,165,54
644,Superman,94,100,100,100,100,85,Clark Kent,Others,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg,191,101
645,Swamp Thing,88,95,25,100,100,55,Alec Holland,Dc Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg,NA,NA
646,Swarm,75,18,50,90,38,35,Fritz Von Meyer,Marvel Comics,Bad,Male,Yellow,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg,196,47
647,Sylar,75,10,12,28,91,56,Gabriel Gray,Nbc - Heroes,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg,NA,NA
648,Synch,75,67,23,28,74,56,Everett Thomas,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg,180,74
649,T-1000,75,34,33,100,100,75,Cyberdyne Systems Series 1000 Terminator,Dark Horse Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg,183,146
